retailer,url,name,price,brand,line,vitola,wrapper,ring_gauge,length,availability,platform,tier,brand_source,scraped_at
Fox Cigar,https://foxcigar.com/shop/cigars/infused/trader-jacks-midnight-cigars-aargh-jar/,Trader Jack’s Midnight Cigars Aargh Jar,78.6,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:07:46.095630
Fox Cigar,https://foxcigar.com/shop/cigars/black-label-trading-co/black-label-trading-co-eletto-corona-gorda/,Black Label Trading Co. Eletto Corona Gorda,12.4,Unknown,,Corona,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:07:48.457857
Fox Cigar,https://foxcigar.com/shop/cigars/perdomo/perdomo-30th-connecticut-gordo/,Perdomo 30th Connecticut Gordo,14.0,Perdomo,Small Batch Maduro,Unknown,Connecticut,,,In Stock,WooCommerce,1,master_exact,2025-10-26T20:07:50.741678
Fox Cigar,https://foxcigar.com/shop/cigars/leaf-by-oscar/10th-anniversary-criollo/leaf-10th-anniversary-criollo-sixty/,Leaf By Oscar 10th Anniversary Criollo Sixty,13.38,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:07:52.696647
Fox Cigar,https://foxcigar.com/shop/cigars/perdomo/perdomo-10th-champagne-super-toro/,Perdomo 10th Anniversary Champagne Super Toro,11.75,Perdomo,,Toro,Unknown,,,In Stock,WooCommerce,1,priority_variation,2025-10-26T20:07:55.372266
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/deadwood-tasting-kit/,Deadwood Tasting Kit,54.75,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:07:58.273178
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/opus-x/fuente-fuente-opus6-red-2024/,Fuente Fuente Opus6 Red,395.0,Arturo Fuente,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:08:00.471774
Fox Cigar,https://foxcigar.com/shop/accessories/cutters/fox-vertigo-straight-cutter-white/,Fox Vertigo Straight Cutter White,8.99,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:03.024665
Fox Cigar,https://foxcigar.com/shop/cigars/my-father/my-father-flor-de-las-antillas-maduro-torpedo/,My Father Flor De Las Antillas Maduro Torpedo,10.3,My Father,Flor de las Antillas,Torpedo,Maduro,,,Out of Stock,WooCommerce,1,master_combined,2025-10-26T20:08:05.313425
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/deadwood-tobacco-co-dominicana-toro/,Deadwood Tobacco Co. Dominicana Toro,12.5,Unknown,,Toro,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:07.883167
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/fuente-friday/house-of-dreams-perfecto-package-3/,House of Dreams Perfecto Package #3,2700.0,Unknown,,Perfecto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:10.002599
Fox Cigar,https://foxcigar.com/shop/cigars/aging-room/small-batch/aging-room-small-batch-bin-no-2-grande/,Aging Room Small Batch Bin. No. 2 Grande,15.45,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:12.282768
Fox Cigar,https://foxcigar.com/shop/cigars/j-c-newman/brick-house-the-traveler-tubo/,Brick House The Traveler Tubo,9.5,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:15.043387
Fox Cigar,https://foxcigar.com/shop/cigars/god-of-fire/god-of-fire-kkp-never-back-down-piramide-58/,God of Fire KKP Never Back Down Piramide 58,53.95,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:17.704129
Fox Cigar,https://foxcigar.com/shop/cigars/avo/avo-nicaragua-fogata-toro/,AVO Nicaragua Fogata Toro,12.8,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:20.105855
Fox Cigar,https://foxcigar.com/shop/cigars/asylum/asylum-13-ogre-70-x-7/,Asylum 13 Ogre 70 x 7,12.36,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:22.880565
Fox Cigar,https://foxcigar.com/shop/gifts/the-heritage-of-padron-ashtray-kit/,The Heritage of Padrón Ashtray Kit,117.5,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:25.585528
Fox Cigar,https://foxcigar.com/shop/cigars/foxtail/foxtail-5ct-sampler/,Foxtail 5ct Toro Sampler,39.99,Unknown,,Toro,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:27.669860
Fox Cigar,https://foxcigar.com/shop/kits/ashtray-kits-kits/rebirth-of-cigars-ashtray-kit/,The Rebirth of Cigars Ashtray Kit,124.85,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:30.152877
Fox Cigar,https://foxcigar.com/shop/cigars/brick-house/brick-house-toro-mixed-sampler/,Brick House Toro Mixed Sampler,33.4,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:32.630064
Fox Cigar,https://foxcigar.com/shop/cigars/padron/memorable-moments-in-my-life-by-jose-o-padron-spanish-version/,Memorable Moments In My Life by José O. Padrón (Spanish Version),60.0,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:35.373365
Fox Cigar,https://foxcigar.com/shop/cigars/tatuaje/tatuaje-havana-vi-verocu-blue-no-2/,Tatuaje Havana VI Verocu Blue No. 2,12.0,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:38.181501
Fox Cigar,https://foxcigar.com/shop/cigars/oliva/oliva-serie-v-melanio-toro/,Oliva Serie V Melanio Toro,17.64,Oliva,Serie V Melanio,Toro,Unknown,,,Out of Stock,WooCommerce,1,master_combined,2025-10-26T20:08:40.772358
Fox Cigar,https://foxcigar.com/shop/cigars/foundation/foundation-wise-man-corojo-double-corona/,Foundation Wise Man Corojo Double Corona,13.5,Unknown,,Double Corona,Corojo,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:43.411848
Fox Cigar,https://foxcigar.com/shop/cigars/asylum/asylum-split-personality-40-x-4/,Asylum Split Personality 40 x 4,6.5,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:45.607835
Fox Cigar,https://foxcigar.com/shop/cigars/ashton/ashton-esg-22-year-salute/,Ashton ESG 22 Year Salute,28.25,Ashton,Connecticut Reserve,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:08:48.414783
Fox Cigar,https://foxcigar.com/shop/cigars/avo/4-count-avo-syncro-toro-fresh-pack/,4 Count Avo Syncro Toro Fresh Pack,39.99,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:08:51.092973
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/ligas-rat-ambush-kit/,Liga’s Rat Ambush Kit,96.0,Liga Privada,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:08:53.351144
Fox Cigar,https://foxcigar.com/shop/cigars/la-flor-dominicana/la-flor-dominicana-solis/,La Flor Dominicana Solis,15.0,Flor de Las Antillas,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:08:55.573224
Fox Cigar,https://foxcigar.com/shop/accessories/gof-never-back-down-ultimo-x-in-gold-on-white-lighter/,GOF “Never Back Down” Ultimo X in Gold on White Lighter,149.0,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:08:57.795372
Fox Cigar,https://foxcigar.com/shop/cigars/davidoff/davidoff-escurio-robusto-tubos-pack/,Davidoff Escurio Robusto Tubos Pack,76.4,Unknown,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:00.570715
Fox Cigar,https://foxcigar.com/shop/cigars/black-label-trading-co/black-label-santa-muerte-short-robusto/,Black Label Santa Muerte Short Robusto,11.3,Unknown,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:02.891518
Fox Cigar,https://foxcigar.com/shop/cigars/padron/padron-family-reserve-gift-natural/,Padron Family Reserve Natural Sampler,158.55,Padron,Family Reserve,Unknown,Natural,,,In Stock,WooCommerce,1,master_combined,2025-10-26T20:09:05.059845
Fox Cigar,https://foxcigar.com/shop/cigars/asylum/cool-brew/asylum-13-cool-brew-60-x-6/,Asylum 13 Cool Brew 60 x 6,12.5,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:09:07.102955
Fox Cigar,https://foxcigar.com/shop/cigars/h-upmann/h-upmann-toro-by-aj-fernandez/,H. Upmann Toro By AJ Fernandez,11.99,Aj Fernandez,,Toro,Unknown,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:09:09.819360
Fox Cigar,https://foxcigar.com/shop/cigars/cle/25th-anniversary/cle-25th-anniversary-11-18/,C.L.E. 25th Anniversary 11/18,20.06,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:09:11.863201
Fox Cigar,https://foxcigar.com/shop/cigars/padron/anniversary-ashtray-kit/,Padron’s Anniversary Ashtray Kit,214.1,Padron,Damaso,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:09:14.511123
Fox Cigar,https://foxcigar.com/shop/cigars/limited-release/opus-x-lost-city-robusto/,Opus X Lost City Robusto,41.29,Unknown,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:17.171168
Fox Cigar,https://foxcigar.com/shop/cigars/davidoff/davidoff-nicaragua-diadema/,Davidoff Nicaragua Diadema,24.6,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:19.590821
Fox Cigar,https://foxcigar.com/shop/cigars/rocky-patel/rocky-patel-dbs-toro/,Rocky Patel DBS Toro,21.0,Rocky Patel,Number 6,Toro,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:09:22.277217
Fox Cigar,https://foxcigar.com/shop/cigars/la-aurora/la-aurora-preferido-double-figurado-emerald-tubo/,La Aurora Preferido Double Figurado Emerald Tubo,28.0,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:09:25.099100
Fox Cigar,https://foxcigar.com/shop/cigars/la-gloria-cubana/la-gloria-cubana-5ct-fresh-pack-sampler/,La Gloria Cubana 5ct Fresh Pack Sampler,39.99,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:27.403057
Fox Cigar,https://foxcigar.com/shop/samplers/padron-collection-natural-sampler/,Padron Collection Natural Sampler,102.1,Padron,Damaso,Unknown,Natural,,,In Stock,WooCommerce,1,master_exact,2025-10-26T20:09:29.813307
Fox Cigar,https://foxcigar.com/shop/cigars/cao/cao-mixed-kit/,CAO Mixed Kit,54.05,CAO,Nicaragua,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:09:32.490206
Fox Cigar,https://foxcigar.com/shop/cigars/romeo-y-julieta/romeo-y-julieta-1875-bully/,Romeo Y Julieta 1875 Bully,9.44,Romeo y Julieta,1875,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_combined,2025-10-26T20:09:34.919606
Fox Cigar,https://foxcigar.com/shop/cigars/davidoff/davidoff-millennium-piramides/,Davidoff Millennium Piramides,34.5,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:37.644712
Fox Cigar,https://foxcigar.com/shop/accessories/merch/fox-apparel/the-sunny-side-flat-brim-hat/,The Sunny Side Flat Brim Hat,29.95,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:09:39.947336
Fox Cigar,https://foxcigar.com/shop/cigars/rocky-patel/java/java-mint-robusto/,Java Mint Robusto,11.7,Unknown,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:42.617596
Fox Cigar,https://foxcigar.com/shop/cigars/my-father/jaime-garcia-gordo-extra/,Jaime Garcia Reserva Especial Gordo Extra,12.4,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:45.336426
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/acid-krush-classic-gold-sumatra/,Acid Krush Classic Gold Sumatra Cigarillo,16.99,Drew Estate,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:09:47.602014
Fox Cigar,https://foxcigar.com/shop/cigars/aging-room/quattro/quattro-nicaragua/quattro-nicaragua-espressivo/,Aging Room Quattro Nicaragua Espressivo,14.84,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:49.842853
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/arturo-fuente-chateau-king-t-rosado-sun-grown/,Arturo Fuente Chateau King T Rosado Sun Grown,12.6,Arturo Fuente,Rare Pink,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:09:52.052535
Fox Cigar,https://foxcigar.com/shop/cigars/joya-de-nicaragua/joya-de-nicaragua-antoano-dark-corojo-poderoso/,Joya de Nicaragua Antano Dark Corojo Poderoso,12.25,Unknown,,Unknown,Corojo,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:09:54.440157
Fox Cigar,https://foxcigar.com/shop/cigars/rocky-patel/rocky-patel-vintage-2003-sixty/,Rocky Patel Vintage 2003 Sixty,14.0,Rocky Patel,Number 6,Unknown,Unknown,,,In Stock,WooCommerce,1,master_exact,2025-10-26T20:09:56.916603
Fox Cigar,https://foxcigar.com/shop/cigars/tatuaje/tatuaje-cojonu-2003-reserva-broadleaf/,Tatuaje Cojonu 2003 Reserva Broadleaf,14.0,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:09:59.485320
Fox Cigar,https://foxcigar.com/shop/cigars/fine-rare/la-gran-fumada-impossible-box-of-13-v2/,La Gran Fumada Impossible Box Of 13 Volume II,2999.99,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:01.968341
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/nica-rustica-adobe-gordo/,Nica Rustica Adobe Gordo,8.2,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:04.108879
Fox Cigar,https://foxcigar.com/shop/accessories/cutters/elie-bleu/gold-satin-stainless-steel-cutter/,Elie Bleu Goldtone Satin Stainless Steel Cutter EBC1005,199.99,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:10:06.212903
Fox Cigar,https://foxcigar.com/shop/cigars/cle/habano-cle/c-l-e-habano-50-x-5/,C.L.E Habano 50 x 5,10.66,Unknown,,Unknown,Habano,,,In Stock,WooCommerce,1,none,2025-10-26T20:10:08.803391
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/cra-2025-spring-freedom-pack/,CRA 2025 Spring Freedom Pack,179.99,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:10:10.853428
Fox Cigar,https://foxcigar.com/shop/cigars/la-flor-dominicana/la-flor-dominicana-oro-no-6-natural/,La Flor Dominicana Oro No. 6 Natural,17.4,Flor de Las Antillas,,Unknown,Natural,,,Out of Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:10:13.437838
Fox Cigar,https://foxcigar.com/shop/accessories/god-of-fire-never-back-down-retro-blue-on-black-lighter/,God of Fire “Never Back Down” (Retro) Blue on Black Lighter,99.0,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:16.069809
Fox Cigar,https://foxcigar.com/shop/accessories/merch/fox-apparel/fox-zero-fucks-given-pink-hat/,Fox Zero Fucks Given Pink Hat,29.99,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:10:18.143488
Fox Cigar,https://foxcigar.com/shop/cigars/montecristo/montecristo-1935-anniversary-nicaragua-demi/,Montecristo 1935 Anniversary Nicaragua Demi,15.5,Montecristo,1935 Anniversary Nicaragua,Unknown,Unknown,,,In Stock,WooCommerce,1,master_combined,2025-10-26T20:10:20.676989
Fox Cigar,https://foxcigar.com/shop/cigars/macanudo/m-by-macanudo-coffee-toro/,M By Macanudo Coffee Toro,9.99,Macanudo,Gold Label,Toro,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:10:22.767406
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/undercrown-10-robusto/,Undercrown 10 Robusto,13.25,Drew Estate,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:10:25.050381
Fox Cigar,https://foxcigar.com/shop/cigars/roma-craft-tobac/ec-xviii/intemperance-ec-xviii-faith/,Roma Craft Intemperance EC XVIII Faith,9.35,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:27.752192
Fox Cigar,https://foxcigar.com/shop/cigars/oscar-valladares/super-fly/super-fly-super-gordo-maduro/,Oscar Valladares Super Fly Super Gordo Maduro,58.99,Unknown,,Unknown,Maduro,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:29.949635
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/opus-x/fuente-fuente-opusx-story-macassar-2024/,Fuente Fuente OpusX Story Macassar 2024,279.0,Arturo Fuente,,Unknown,Unknown,,,In Stock,WooCommerce,1,priority_variation,2025-10-26T20:10:32.126818
Fox Cigar,https://foxcigar.com/shop/cigars/padron/padron-1926-serie-maduro-gift-pack/,Padron 1926 Serie Maduro Sampler,95.2,Padron,1926 Serie,Unknown,Maduro,,,In Stock,WooCommerce,1,master_combined,2025-10-26T20:10:34.222346
Fox Cigar,https://foxcigar.com/shop/cigars/romeo-y-julieta/romeo-y-julieta-mini-white-original/,Romeo y Julieta Mini White Original,14.99,Romeo y Julieta,Minis,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:10:36.502593
Fox Cigar,https://foxcigar.com/shop/cigars/joya-de-nicaragua/joya-de-nicaragua-red-short-churchill/,Joya de Nicaragua Joya Red Short Churchill,7.0,Unknown,,Churchill,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:38.795894
Fox Cigar,https://foxcigar.com/shop/cigars/cohiba/cohiba-connecticut-robusto-crystal/,Cohiba Connecticut Robusto Crystal,26.99,Unknown,,Robusto,Connecticut,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:41.446059
Fox Cigar,https://foxcigar.com/shop/cigars/davidoff/davidoff-signature-petit-corona/,Davidoff Signature Petit Corona,15.9,Unknown,,Petit Corona,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:44.176674
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/arturo-fuente-best-seller/,Arturo Fuente Hemingway Best Seller,8.6,Arturo Fuente,Hemingway,Unknown,Unknown,,,Out of Stock,WooCommerce,1,master_combined,2025-10-26T20:10:46.269527
Fox Cigar,https://foxcigar.com/shop/cigars/la-flor-dominicana/la-flor-dominicana-oro-chisel/,La Flor Dominicana Oro Chisel,18.2,Flor de Las Antillas,,Unknown,Unknown,,,In Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:10:49.062815
Fox Cigar,https://foxcigar.com/shop/cigars/limited-release/no-bull-about-this-kit/,No Bull About This Kit,75.1,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:51.692425
Fox Cigar,https://foxcigar.com/shop/cigars/foundation/charter-oak-ct-shade-toro/,Charter Oak CT Shade Toro,7.0,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:10:53.962305
Fox Cigar,https://foxcigar.com/shop/accessories/lighters/st-dupont/s-t-dupont-slimmy-white-lacquer-and-golden/,S.T. Dupont Slimmy White Lacquer and Golden – 028004,350.0,Unknown,,Unknown,Unknown,,,In Stock,WooCommerce,1,none,2025-10-26T20:10:56.590432
Fox Cigar,https://foxcigar.com/shop/cigars/bolivar/bolivar-cofradia-churchill-no-754/,Bolivar Cofradia Churchill No. 754,8.29,Oliva,Saison,Churchill,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:10:58.611291
Fox Cigar,https://foxcigar.com/shop/cigars/montecristo/montecristo-1935-anniversary-edicion-diamante-churchill/,Montecristo 1935 Anniversary Edicion Diamante Churchill,26.6,Montecristo,Cifrado,Churchill,Unknown,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:11:01.247241
Fox Cigar,https://foxcigar.com/shop/cigars/foundation/charter-oak-ct-broadleaf-toro/,Charter Oak CT Broadleaf Toro,7.0,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:03.476722
Fox Cigar,https://foxcigar.com/shop/cigars/asylum/asylum-13-60-x-6/,Asylum 13 60 x 6,10.46,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:06.112319
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/opus-x/ffox-heaven-and-earth-scorpio-maduro/,FFOX “Heaven and Earth” Scorpio Maduro,969.0,Unknown,,Unknown,Maduro,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:08.500019
Fox Cigar,https://foxcigar.com/shop/cigars/curivari/curivari-seleccion-privada-lanceros-le-2023/,Curivari Seleccion Privada Lanceros LE 2023,9.0,Liga Privada,,Lancero,Unknown,,,Out of Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:11:11.174179
Fox Cigar,https://foxcigar.com/shop/promos/montecristo-90th-bonus-travel-case-package/,Montecristo 90th BONUS Travel Case Package,105.0,Montecristo,Cifrado,Unknown,Unknown,,,In Stock,WooCommerce,1,master_exact,2025-10-26T20:11:13.134921
Fox Cigar,https://foxcigar.com/shop/cigars/fine-rare/fuente-fuente-opusx-20th-anniversary-gods-whisper/,Fuente Fuente OpusX 20th Anniversary God’s Whisper,34.99,Arturo Fuente,,Unknown,Unknown,20.0,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:11:15.235524
Fox Cigar,https://foxcigar.com/shop/cigars/black-label-trading-co/black-label-trading-co-salvation-gran-toro/,Black Label Trading Co. Salvation Gran Toro,13.0,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:17.842931
Fox Cigar,https://foxcigar.com/shop/cigars/davidoff/davidoff-yamasa-robusto/,Davidoff Yamasa Robusto,19.8,Unknown,,Robusto,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:20.405725
Fox Cigar,https://foxcigar.com/shop/cigars/arturo-fuente/don-carlos/arturo-fuente-8-5-8-natural-10-count-box/,Arturo Fuente 8-5-8 Natural 10 Count Box,100.99,Arturo Fuente,Rare Pink,Unknown,Natural,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:11:22.677032
Fox Cigar,https://foxcigar.com/shop/cigars/avo/heritage-toro/,AVO Heritage Toro,11.9,Unknown,,Toro,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:25.232135
Fox Cigar,https://foxcigar.com/shop/cigars/roma-craft-tobac/roma-craft-cromagnon-mode-5/,RoMa Craft CroMagnon Mode 5,10.7,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:27.301186
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/undercrown-maduro-kit/,Undercrown Maduro Fresh Pack,34.99,Drew Estate,,Unknown,Maduro,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:11:29.669775
Fox Cigar,https://foxcigar.com/shop/cigars/cao/the-head-mechanic-kit/,The Head Mechanic Kit,140.12,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:31.955707
Fox Cigar,https://foxcigar.com/shop/cigars/roma-craft-tobac/ec-xviii/intemperance-ec-xviii-charity/,Roma Craft Intemperance EC XVIII Charity,7.75,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:34.325971
Fox Cigar,https://foxcigar.com/shop/cigars/la-flor-dominicana/la-flor-dominicana-suave-maceao-tubo/,La Flor Dominicana Suave Maceo Tubo,10.9,Flor de Las Antillas,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,fuzzy_priority,2025-10-26T20:11:36.763965
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/liga-privada-unico-serie-l40-lancero/,Liga Privada Unico Serie L40 Lancero,20.0,Drew Estate,,Lancero,Unknown,,,Out of Stock,WooCommerce,1,priority_variation,2025-10-26T20:11:39.074688
Fox Cigar,https://foxcigar.com/shop/cigars/perdomo/perdomo-30th-sun-grown-robusto/,Perdomo 30th Sun Grown Robusto,12.5,Perdomo,Small Batch Maduro,Robusto,Unknown,,,In Stock,WooCommerce,1,master_exact,2025-10-26T20:11:41.431320
Fox Cigar,https://foxcigar.com/shop/cigars/drew-estate/drew-estate-larutan-egg-maduro/,Drew Estate Larutan Egg Maduro,24.95,Drew Estate,Acid,Unknown,Maduro,,,Out of Stock,WooCommerce,1,master_exact,2025-10-26T20:11:43.597288
Fox Cigar,https://foxcigar.com/shop/cigars/casa-carrillo/ep-carrillo-allegiance-sidekick/,Perez-Carrillo Allegiance Sidekick,13.4,Unknown,,Unknown,Unknown,,,Out of Stock,WooCommerce,1,none,2025-10-26T20:11:45.757912
